sym,spread,spread_sd,slip,costo,prof_ask,n_ok,qv24,rank
CRWVBUSDT,0.07029105870084713,0.007574519023551447,0.2432175887200072,0.4432175887200072,235337.96175000002,2,529339.734,271
RSRUSDT,0.09912986252171999,0.04675085135810501,0.6191399962791166,0.8191399962791166,81831.20308405001,2,518558.0085256,272
ROSEUSDT,0.16246953696181304,0.0,0.7441153909173215,0.9441153909173214,107721.5418475,2,515493.543371,273
OPGUSDT,0.1055408970976137,0.0,0.6984505449677991,0.8984505449677991,79247.252435,2,509500.96306,274
DRAMBUSDT,0.03397317002512569,2.4483769911537247e-05,0.1201190489043602,0.3201190489043602,314941.71185,2,507497.073,275
THETAUSDT,0.08346471440965056,0.03936023778073246,1.2410204663469426,1.4410204663469426,23804.90883,2,507333.37694,276
PUNDIXUSDT,0.1625429038688983,0.07656809593484373,0.7252709600587826,0.9252709600587825,36942.52559,2,507144.39937,277
SHELLUSDT,0.43763676148796227,0.0,1.123949151835063,1.323949151835063,128541.94727,2,500307.78628,278
GMTUSDT,0.13726835964309667,0.0,0.48097975462273457,0.6809797546227345,114079.639022,2,495330.640027,279
ONEUSDT,0.13131976362442868,0.0,0.6917838026807177,0.8917838026807177,86425.2042176,2,492397.4867159,280
1000CHEEMSUSDT,0.18099547511312655,0.0,1.6244023943766117,1.8244023943766117,61656.7421485,2,482326.789249,281
ICXUSDT,0.19732516696078645,0.0931015364688987,,,48678.589,0,471003.331102,282
SANTOSUSDT,0.3669724770642205,0.0,1.1542236822724206,1.3542236822724205,179420.92183,2,469349.09816,283
STGUSDT,0.08814024260752695,0.041533430784219165,1.5208037014679099,1.7208037014679098,74851.38089,2,468331.3065,284
APEUSDT,0.0705467372134157,0.0,0.6111394297793671,0.811139429779367,151140.53786450002,2,462099.82621,285
MTLUSDT,0.4264392324093702,0.0,4.2736404059117215,4.473640405911722,79029.17485,2,459149.5724,286
COMPUSDT,0.07648508651303298,0.036067670965102466,0.4061502492887725,0.6061502492887725,110492.17694,2,459125.75558,287
OPENUSDT,0.062363579669466165,0.0,0.7272485349033353,0.9272485349033353,49033.397469999996,2,458564.97627,288
BANANAS31USDT,0.02751152840973732,0.02333813864663971,0.7520631557833612,0.9520631557833612,39425.093450500004,2,453014.17971,289
PHAUSDT,0.38684719535783135,0.0,0.9650853686209881,1.165085368620988,238273.0391,2,447461.4678,290
RIFUSDT,0.1246883277654969,0.00010993511482290328,1.0877504015681771,1.287750401568177,150485.4998,2,439956.8913,291
AMDBUSDT,0.029972440330500408,0.0014609792217555129,0.2361323481825106,0.4361323481825106,242695.82425,2,438891.00481,292
HYPERUSDT,0.1509433962264194,0.0,0.6138850470323587,0.8138850470323586,49258.203785,2,437091.57456,293
EGLDUSDT,0.07276537569365411,0.0205883444848843,0.6856726400938873,0.8856726400938872,17521.30418,2,434629.57213,294
RESOLVUSDT,0.08152912535305812,0.03841927067261922,1.008864123062525,1.208864123062525,47743.259825,2,434416.392046,295
HOODBUSDT,0.02736643663649023,0.01290223099022161,0.3876108502954001,0.5876108502954001,212955.8766,2,431727.96102,296
CYBERUSDT,0.30959826509950544,0.0006777679030818904,0.7377732246696356,0.9377732246696355,96795.90648,2,428503.26041,297
MEMEUSDT,0.18148835271322075,0.00023290679655574696,0.6226752211139219,0.8226752211139219,95932.0122465,2,426919.858445,298
SANDUSDT,0.16542597187758626,0.0,2.2130877932005855,2.4130877932005856,15131.800555,2,422455.02306,299
SUSHIUSDT,0.07460831561803082,0.03520567558748039,0.618139076806884,0.8181390768068839,46239.62129,2,420947.94307,300
IDUSDT,0.30395206980734885,0.0006532722483633867,0.9967775821611624,1.1967775821611624,136771.97595,2,420277.0307,301
USUALUSDT,0.1286633362105008,0.06061779005780796,1.0578814982397544,1.2578814982397544,117471.878486,2,416215.712823,302
GUNUSDT,0.30534351145038247,0.0,0.8565740895591589,1.0565740895591589,123086.97736,2,406605.41838,303
LPTUSDT,0.07064641469444648,0.0,0.91705114981942,1.11705114981942,290165.65359999996,2,405356.89159,304
IRENBUSDT,0.03668528117191666,0.017290787627782935,0.27573840530558114,0.4757384053055811,260006.1442,2,405144.4245,305
IMXUSDT,0.11495721412323956,0.0541636594028132,0.9893646294795444,1.1893646294795444,33041.162606,2,404810.16952,306
USDPUSDT,0.02000400080015783,0.0,0.4667249307572008,0.6667249307572007,53728.8126,2,403791.6752,307
WALUSDT,0.41753653444676164,0.0,0.993044524474046,1.193044524474046,225189.2485,2,403006.46258,308
ACTUSDT,0.13202288964760311,0.06227269989784177,1.3012552631796293,1.5012552631796292,47740.1555815,2,401994.714953,309
FLOWUSDT,0.033984706881901756,0.0,1.0692737924207052,1.2692737924207051,39434.557341499996,2,401957.4876905,310
USARBUSDT,0.0786369701741432,0.03710868049845831,0.44153109323344375,0.6415310932334437,285407.87255,2,401559.76,311
GLMUSDT,0.08822232024702502,0.0,0.7133983374553232,0.9133983374553232,83745.42319999999,2,400338.32112,312
CETUSUSDT,0.08216928256324615,4.77423639323678e-05,1.2706565763953126,1.4706565763953126,80012.0464475,2,395419.72653,313
1000SATSUSDT,0.0836470096194053,0.0,0.5320042575948591,0.7320042575948591,82090.724914185,2,393935.93357661,314
RAREUSDT,0.07855460756249762,4.363432498105556e-05,0.8579177470678989,1.0579177470678989,107358.6348325,2,393085.867235,315
ZKPUSDT,0.24009603841537303,0.0,0.9706547782119324,1.1706547782119323,148766.994925,2,391771.84155,316
USTCUSDT,0.18399264029439666,0.0,0.9748800782123368,1.1748800782123368,147378.65635,2,385000.23529,317
SAHARAUSDT,0.12232415902140176,0.0,0.6012604114283504,0.8012604114283504,72148.913495,2,382961.68728,318
QTUMUSDT,0.11191955820897401,0.00017714399229316202,1.3434619780520518,1.5434619780520518,30275.1814,2,382942.9633,319
BNSOLUSDT,0.08726005151465033,5.384133869341851e-05,0.4033166302368163,0.6033166302368163,271199.17634999997,2,380732.5058,320
DOLOUSDT,0.12057878300483241,3.426932280141162e-05,1.1021478671547735,1.3021478671547735,81255.5116615,2,374114.078758,321
BARUSDT,0.3539823008849561,0.0,0.9255226102176328,1.1255226102176328,167373.77348,2,373595.07685,322
BARDUSDT,0.08521516829995983,0.0,0.8087770718073539,1.0087770718073539,91026.11675,2,367890.6822,323
STEEMUSDT,0.0548883699429383,0.015487956171707578,0.8169015012547354,1.0169015012547353,88616.76372,2,367159.97747,324
HAEDALUSDT,0.12684562116763218,0.035811816831327774,1.0560071273547633,1.2560071273547633,67627.519092,2,364614.970041,325
CHRUSDT,0.12734809452221332,0.00017201280076344314,1.6010303630909162,1.8010303630909161,96957.46957,2,363515.78623,326
REQUSDT,0.1684919966301649,0.0,1.3576824051243053,1.5576824051243052,87857.24595000001,2,362756.0983,327
ARMBUSDT,0.09158492026590576,0.01618278144466405,0.5130936664168861,0.7130936664168861,215300.74176499998,2,359055.1765,328
BEBUSDT,0.057221636512688745,0.01238891306666926,0.23094817915739196,0.430948179157392,236909.60046500002,2,358818.25038,329
BANANAUSDT,0.09971959110864223,0.03515728259387941,0.9071856717847937,1.1071856717847937,111356.24573349999,2,350761.701687,330
TOWNSUSDT,0.41152437604521797,0.0011974966128605604,1.1436991163805532,1.3436991163805532,174086.921175,2,349157.82857,331
OPNUSDT,0.18709073900841147,0.0,0.5273238295491367,0.7273238295491367,83492.495845,2,345266.76796,332
ARPAUSDT,0.10465724751440425,0.0,1.0180810310210175,1.2180810310210175,55477.77478,2,344866.619298,333
YGGUSDT,0.06540222989102873,0.030857786445348596,1.1406086280170868,1.3406086280170868,46116.586076,2,343099.171214,334
REZUSDT,0.11150809071869197,0.022515732076499227,0.8364835257233028,1.0364835257233027,56502.637235500006,2,342381.4998432,335
CKBUSDT,0.19521722560976085,0.0001347383348297097,1.3518122352796424,1.5518122352796424,60144.4631545,2,341565.462297,336
FOGOUSDT,0.16325050956548992,0.07690118133058926,0.9600809845319247,1.1600809845319247,187153.63580499997,2,340153.72271,337
SKLUSDT,0.2554278416347278,0.0,0.8007402057374713,1.0007402057374712,122467.97675999999,2,333526.80361,338
BLURUSDT,0.061012818368775125,2.6322500050851817e-05,1.0211752582336309,1.2211752582336308,29184.213652500002,2,329714.857822,339
XTZUSDT,0.06574622590637433,0.03102023119180062,0.5651032267043998,0.7651032267043998,84707.475065,2,328534.92731,340
SPELLUSDT,0.11621150493899178,0.0,0.9788836996777572,1.1788836996777572,64744.09245985,2,326846.6248986,341
NOTUSDT,0.2344678774884718,0.0007774622562458827,0.8381319942941612,1.0381319942941611,72230.86885500001,2,326110.085119,342
OSMOUSDT,0.2781641168289178,0.0,2.1332513911916093,2.3332513911916095,146499.3644605,2,323165.735796,343
1MBABYDOGEUSDT,0.0792497909761922,5.9213382228918306e-05,0.6667559005028412,0.8667559005028411,67198.6404947,2,322418.7555243,344
NEWTUSDT,0.0970521141477877,0.00011655549103401897,0.46685742023705457,0.6668574202370545,64111.552729,2,321069.280535,345
SSVUSDT,0.09367158872923977,0.026577691663661824,0.6720547673548682,0.8720547673548682,89959.890507,2,319717.117488,346
ORCAUSDT,0.07809449433814057,0.0,1.5886841009149055,1.7886841009149055,57835.13209499999,2,318212.43649,347
ORCLBUSDT,0.023136235023020778,0.023374039189733513,0.3266896559356802,0.5266896559356802,323396.8225,2,315162.86345,348
FLUXUSDT,0.3226963899209556,0.15190228663984512,2.2560555822386252,2.4560555822386254,73957.8285845,2,313550.421277,349
CELRUSDT,0.04138217137382637,2.4218178356012777e-05,2.6672587450653595,2.8672587450653597,67475.55759775,2,313061.2770972,350
LQTYUSDT,0.10866258218528134,0.03075044926351355,0.8127275837304382,1.0127275837304381,186078.07141,2,312731.84222,351
MITOUSDT,0.05341563335154002,0.02518634857898478,1.369712071355489,1.5697120713554888,59497.7002685,2,310670.963702,352
DYMUSDT,0.0640000000000085,0.0,1.7015227704360814,1.9015227704360815,46152.3814805,2,309615.33995,353
MANAUSDT,0.1339584728734131,0.0,0.5157819351973458,0.7157819351973458,119187.8951,2,308745.8857,354
JUVUSDT,0.3007518796992484,0.0,1.131642290264595,1.331642290264595,154760.9141,2,306392.13026,355
EDUUSDT,0.23391812865496125,0.0,1.1832553798437007,1.3832553798437006,123291.6912,2,305637.5386,356
THEUSDT,0.20580839106983284,0.09693024200915498,1.4458197770625347,1.6458197770625347,91763.62381,2,304543.01586,357
SAPIENUSDT,0.12539184952978416,0.0,1.1109067125768757,1.3109067125768756,123698.02578,2,300866.91678,358
WDCBUSDT,0.0867611670106275,0.029166176059655005,0.45948513378882283,0.6594851337888228,223650.66996,2,299384.40752,359
C98USDT,0.15712403577143172,0.04454192196413128,1.0376184681108735,1.2376184681108735,54493.136661,2,297625.300243,360
LAYERUSDT,0.14419640652574922,0.0002940512094508932,0.823248426389539,1.023248426389539,65904.9039635,2,294881.998296,361
ACHUSDT,0.294213858261661,0.13851232528004698,0.7999718324351146,0.9999718324351146,71395.28049,2,290122.78916,362
MSFTBUSDT,0.027217508462124236,0.0014219251740260383,0.22399848732949645,0.42399848732949647,261805.69297,2,288287.96121,363
GENIUSUSDT,0.14655594328904878,0.06904212631023396,0.573832519767048,0.7738325197670479,83268.79146000001,2,285697.62422,364
SMCIBUSDT,0.06526224523389954,0.018406896397355085,0.30676980068022885,0.5067698006802288,314197.90515,2,284492.5206,365
AMZNBUSDT,0.02671406175265237,0.005392818306021245,0.18789895156369196,0.387898951563692,314819.53033,2,280315.69967,366
YFIUSDT,0.0642535933856498,0.03031537824009108,0.5087381802095559,0.7087381802095558,514945.20436499995,2,280053.6447,367
IOTXUSDT,0.10300430398842268,5.001547937621336e-05,2.712665466059688,2.9126654660596882,31953.1782875,2,270051.886606,368
NXPCUSDT,0.04938274314553264,5.173166303970338e-05,0.5394568828326063,0.7394568828326062,147064.55052,2,268128.8332,369
XECUSDT,0.13898540653231278,0.0,0.551341241526826,0.7513412415268259,45044.87392489,2,267404.48651872,370
HOTUSDT,0.2587322121604062,0.0,1.351742415812246,1.551742415812246,154544.30585,2,264908.207872,371
CELOUSDT,0.0450057471168408,0.04544561990119517,0.8167606377053716,1.0167606377053715,34178.4441045,2,264350.239224,372
BATUSDT,0.14652014652015072,0.0,1.044069983539886,1.2440699835398858,87122.062,2,264308.1687,373
VTHOUSDT,0.2490660024906661,0.0,0.9812757508901482,1.1812757508901481,80475.4114385,2,263446.240828,374
AXLUSDT,0.24067388688326333,0.0,1.0646021703214825,1.2646021703214825,83165.40106,2,262287.507506,375
GMXUSDT,0.13360053440213476,0.0,1.3660111514035012,1.5660111514035011,55089.1048,2,261555.75478,376
KAVAUSDT,0.03284551667448452,0.015481264679441897,0.5605245993393237,0.7605245993393237,262386.9122895,2,261443.240864,377
ACMUSDT,0.3430531732418528,0.0,1.7158604672698918,1.9158604672698918,206560.122,2,260532.2275,378
1INCHUSDT,0.111049416990564,0.0,0.48185297158492846,0.6818529715849284,63898.13759,2,259636.214,379
BREVUSDT,0.13937282229965553,0.0,0.9462999706728648,1.1462999706728647,77151.11067,2,256535.61927,380
RVNUSDT,0.29985007496251953,0.0,0.8234253257988378,1.0234253257988377,77020.30434949999,2,256067.150642,381
METISUSDT,0.34662045060659386,0.0,1.4907571584612478,1.6907571584612477,119582.889665,2,255105.14009,382
MVLLBUSDT,0.09874455736036161,0.02001694292408292,0.4162812601102128,0.6162812601102128,280629.8321,2,253570.7976,383
1000CATUSDT,0.1512859400266557,5.394619974334329e-05,1.7044417228423203,1.9044417228423203,150911.87646665,2,252282.0745272,384
ASTRUSDT,0.1451428288461628,0.025712853895660644,1.013060893698381,1.2130608936983809,86537.97234165,2,251936.5423788,385
HIVEUSDT,0.22909507445590577,0.0,1.0438133860737386,1.2438133860737386,68146.08765,2,250631.292,386
VANAUSDT,0.15133681703154933,0.07138883607913032,0.5093088581679006,0.7093088581679006,56405.97951,2,247512.70279,387
GUSDT,0.2554278416347278,0.0,0.7740217969589014,0.9740217969589013,87755.54247,2,246381.17612,388
AUCTIONUSDT,0.07810303763860524,0.022066027442723506,1.0630797020364902,1.2630797020364901,43564.09619,2,245012.84822,389
POWRUSDT,0.21621621621622242,0.0,1.3351768255996654,1.5351768255996654,77865.9492,2,244377.1555,390
ALPINEUSDT,0.27972027972027996,0.0,0.8067687502243626,1.0067687502243625,92364.50735,2,242658.92003,391
BTTCUSDT,3.508771929824546,0.0,3.50877192982455,3.7087719298245503,1324041.391801765,2,241200.22630935,392
TQQQBUSDT,0.013768415842676532,4.0213714203011535e-06,0.21683937343289772,0.41683937343289773,215357.999,2,241022.1944,393
POLYXUSDT,0.28612303290415697,0.0,0.7406743223520196,0.9406743223520195,127089.50657999999,2,236497.27713,394
ZRXUSDT,0.0992555831265537,0.0,0.8575713758534942,1.0575713758534941,34637.6918,2,236389.5765,395
FUSDT,0.06166179829643628,4.0328172380469095e-05,0.48724665794416255,0.6872466579441625,86785.21755900001,2,235647.808113,396
MANTAUSDT,0.06587481722707506,0.02334059277903813,0.6541335092285328,0.8541335092285327,63355.527023,2,231475.222417,397
ANKRUSDT,0.24479804161565707,0.0,0.736208329616217,0.9362083296162169,46807.5106245,2,230266.500826,398
XAIUSDT,0.13333339259261928,0.00012570792807294659,0.794152434859996,0.9941524348599959,91485.7614955,2,229426.323029,399
BABABUSDT,0.0331606218186387,1.9438839839424933e-06,0.19590476195314732,0.39590476195314733,203196.179385,2,229259.30167,400
NOKBUSDT,0.09328360238299377,6.153121997995856e-05,0.6571127756225259,0.8571127756225259,175898.2342,2,228584.9833,401
INTWBUSDT,0.13448815916636925,0.0379653164140751,0.4813019356952386,0.6813019356952386,167554.2829,2,228393.084,402
TNSRUSDT,0.28776978417265014,0.0,0.8112544000809796,1.0112544000809796,192503.987775,2,227793.05344,403
MAVUSDT,0.09285053068992005,6.09612255223892e-05,0.7680974738990765,0.9680974738990764,82195.018385,2,226252.746,404
DGBUSDT,0.20100502512563737,0.0,2.4983077281856114,2.6983077281856116,126301.177339,2,225394.605575,405
TUSDT,0.2663115845539288,0.0,0.6712033110210236,0.8712033110210236,122831.976324,2,223148.318461,406
BNTUSDT,0.10722806100779407,0.02172022128861651,0.8796941476108322,1.0796941476108322,36662.814515000005,2,221676.35422,407
ZILUSDT,0.054734541136438324,0.025820936921075448,0.8111014194839172,1.0111014194839172,26014.34322635,2,219166.2637936,408
TFUELUSDT,0.22522522522523558,0.0,0.751960186941214,0.951960186941214,87320.79848,2,218761.59362,409
LISTAUSDT,0.14044950746508272,0.00013948426845910555,1.675261104215331,1.8752611042153309,66940.01714000001,2,218305.38812,410
STRAXUSDT,0.10476689366159866,0.0,1.0212516767622526,1.2212516767622525,126136.68723,2,212984.34171,411
LUMIAUSDT,0.11467893678685598,9.299341039134066e-05,1.06064916467154,1.2606491646715399,87500.561307,2,207166.094371,412
SOPHUSDT,0.2713704206241527,0.0,1.2222921394957953,1.4222921394957952,118147.18419,2,205008.43686,413
AIUSDT,0.53333333333333,0.0,1.586218972708281,1.786218972708281,481658.2509,2,203719.47961,414
QCOMBUSDT,0.0698085365298457,0.00430880458981098,0.4280247782080304,0.6280247782080304,210700.60997,2,200898.80083,415
IOSTUSDT,0.3311258278145596,0.0,0.9295832948640337,1.1295832948640336,76521.8718735,2,199889.071127,416
BEAMXUSDT,0.10301018926147537,0.048581698005385886,1.091597808021988,1.2915978080219879,47990.1398985,2,199689.188109,417
AEVOUSDT,0.08609556607834346,0.0,0.8527873024953503,1.0527873024953502,78850.5930918,2,198511.5897394,418
RONINUSDT,0.17714791851196257,0.0,1.5161068028970826,1.7161068028970825,80993.43525849999,2,194606.661145,419
LAZIOUSDT,0.2466091245376081,0.0,2.8170715804726743,3.0170715804726744,77686.14121,2,193779.97494,420
GMEBUSDT,0.11123470522802881,0.0,0.3358274486327306,0.5358274486327306,210327.3201,2,193583.5921,421
AVAUSDT,0.07128712960729508,0.03361572148035876,1.961886502859772,2.1618865028597725,30107.492940000004,2,192163.4254,422
WAXPUSDT,0.24067388688326338,0.0,0.7085212665734919,0.9085212665734919,111287.454535,2,191553.18584,423
DCRUSDT,0.25303383200570384,0.05118390680491138,1.287022768593038,1.487022768593038,54798.55008,2,188593.21119,424
BIGTIMEUSDT,0.15564202334629715,0.0,1.0460975477525558,1.2460975477525558,114279.187825,2,188551.99307,425
ASTSBUSDT,0.10664008408488287,0.058030907666785994,0.386440136302596,0.586440136302596,223589.39020000002,2,186372.7368,426
DELLBUSDT,0.06462734204802537,0.007493950717476042,0.4164029047209583,0.6164029047209583,243133.5223,2,186077.41278,427
AWEUSDT,0.13762363529826058,0.011440926260391301,0.9150804586994521,1.115080458699452,42188.75949,2,182482.97707,428
QIUSDT,0.21786492374728197,0.10270250997626214,1.4059778189550343,1.6059778189550342,39000.3094495,2,179196.872231,429
WOOUSDT,0.12822339885186734,0.06041063842806958,1.8476265267554193,2.0476265267554195,76838.0603295,2,170914.205364,430
CITYUSDT,0.2691790040376853,0.0,1.1348059803737431,1.334805980373743,146227.853365,2,170837.31834,431
CGPTUSDT,0.14570186569117394,0.06881788617097039,1.1188602432265993,1.3188602432265992,70785.275448,2,164117.478848,432
AGLDUSDT,0.08827856962397074,0.04163124278726159,0.8903433449448772,1.0903433449448772,72053.77160000001,2,157889.56427,433
INITUSDT,0.0823530609590156,0.012935272345655608,0.6433228214377196,0.8433228214377195,110892.3365335,2,157785.685892,434
PORTOUSDT,0.21668472372697742,0.0,1.385642808445875,1.585642808445875,102919.476535,2,156823.25913,435
KSMUSDT,0.2812939521800346,0.0,1.172256032548974,1.3722560325489739,60579.278229999996,2,155965.8871,436
ASRUSDT,0.22123893805309752,0.0,0.9944611037808027,1.1944611037808026,88503.9239,2,155105.9591,437
IBMBUSDT,0.10817192781756191,0.09786108251437618,0.26182892316479744,0.46182892316479746,195672.03191000002,2,154543.55751,438
ALABBUSDT,0.16985540106416663,0.009412083084795755,0.560018975172405,0.7600189751724049,210173.289035,2,154436.85292,439
RLCUSDT,0.18645121193287428,0.0,1.1112751873863624,1.3112751873863624,63381.81979,2,151044.09906,440
EWYBUSDT,0.01617134942969188,0.007635296329621212,0.17668567667016855,0.37668567667016856,281356.61144999997,2,148236.92103,441
TKOUSDT,0.37593984962405785,0.0,2.446192521625834,2.646192521625834,51455.91954,2,137262.98872,442
GLWBUSDT,0.07016018633323784,0.07218193644964521,0.35987023545771546,0.5598702354577154,219463.507805,2,134597.57238,443
RKLBBUSDT,0.0370310027938931,0.010479534223806779,0.30652474518594874,0.5065247451859487,161363.1501,2,133265.8214,444
NMRUSDT,0.10899182561307669,0.0,0.8144607147201055,1.0144607147201055,56586.98105,2,132174.3681,445
FTTUSDT,0.17219113215669885,0.0,2.281944838057437,2.481944838057437,69097.8218315,2,130996.226481,446
GNOUSDT,0.20020863065120784,0.017340727597807158,1.421511966573069,1.621511966573069,32594.924565,2,129019.60916,447
FLNCBUSDT,0.08908685968819409,0.0,0.8763527236284929,1.0763527236284929,211320.77995,2,128007.7116,448
SLPUSDT,0.1581027667984228,0.0,1.089267594873422,1.289267594873422,77383.4668445,2,127094.289647,449
CUSDT,0.15588464536241464,0.0,1.2771933801186575,1.4771933801186574,103194.61228999999,2,126069.68716,450
RPLUSDT,0.059224184231576354,4.9603579840547246e-05,0.6278233296655222,0.8278233296655222,57973.426905,2,122051.90009,451
ANIMEUSDT,0.372439478584731,0.0,1.25071466666285,1.4507146666628499,78106.26813899999,2,121602.126981,452
XVGUSDT,0.1174474788789231,0.055394168779035496,1.5281362996256986,1.7281362996256986,39256.239617,2,121324.950763,453
GNSUSDT,0.1888574126534468,0.0,2.04074927175375,2.2407492717537503,60477.15818,2,120903.13802,454
PLTRBUSDT,0.03092470009236499,0.011932611003140655,0.2911048433300145,0.49110484333001453,313876.64042,2,120783.7757,455
UMAUSDT,0.2680969964870671,0.0005082391534362923,1.4119852225038754,1.6119852225038753,111533.2919,2,117064.1804,456
ADXUSDT,0.14881026525098043,0.0004697533378086505,1.7800404319919916,1.9800404319919918,97870.89005,2,115118.0292,457
CRDOBUSDT,0.21707217137914755,0.006025871988830131,0.360580362019991,0.560580362019991,201707.604155,2,113109.95214,458
TURTLEUSDT,0.23121387283236056,0.0,0.899245320746006,1.099245320746006,102951.79725499998,2,111230.95004,459
CTKUSDT,0.08565316776411178,0.00010375320900405912,2.1118859000159365,2.3118859000159366,35850.932564999996,2,108895.2843,460
ASMLBUSDT,0.04134848574693142,0.04415903029225969,0.2748161886482525,0.47481618864825254,204404.153132,2,107949.102691,461
ZKCUSDT,0.24539877300614202,0.0,0.9064040252768912,1.1064040252768912,96742.57995500001,2,107313.93693,462
GTCUSDT,0.14016162718277075,0.032619696290706754,1.824034006568448,2.024034006568448,38491.58919,2,105315.078664,463
TSMBUSDT,0.03533690995700592,0.0033310097946576173,0.14515314778857924,0.34515314778857925,225150.54887,2,103160.88522,464
JOEUSDT,0.3273322422258573,0.0,1.5309207783074985,1.7309207783074985,199438.239028,2,96147.211119,465
ILVUSDT,0.30816640986131855,0.0,1.201909937796991,1.401909937796991,106412.45702500001,2,95473.53082,466
SFPUSDT,0.09445011873178615,0.026678189719288748,1.552904834741592,1.7529048347415919,131367.79895000003,2,94350.6105,467
WINUSDT,0.04324636189513753,0.020398284053997146,1.3294377338162522,1.5294377338162521,180448.210102015,2,94028.33444095,468
NFLXBUSDT,0.04321940467100302,0.008733486677461405,0.24776981746297277,0.4477698174629728,221133.64535,2,88107.4878,469
FRAXUSDT,0.14532668822493192,0.11469358602682353,1.6433497184437762,1.8433497184437764,22628.434520000003,2,86763.30166,470
AMATBUSDT,0.05309740074608969,0.017327981209434174,0.4857411674660306,0.6857411674660305,174866.198925,2,86429.92621,471
XVSUSDT,0.3220611916264022,0.0,1.3122079034215028,1.5122079034215028,137924.90584999998,2,86312.7406,472
BANDUSDT,0.14203740899366946,0.04025640195498897,1.8133844664654342,2.0133844664654346,117805.864625,2,84104.39472,473
CVCUSDT,0.10052782794204158,0.00010718860343393806,2.3390290988190507,2.539029098819051,75449.74642000001,2,81167.93575,474
KNCUSDT,0.17436791630340517,0.0,1.092839231647974,1.292839231647974,73793.580465,2,79493.54929,475
XNOUSDT,0.5012531328320806,0.0,4.766426783762795,4.966426783762795,48336.21618,2,77466.57153,476
TUSDUSDT,0.0100185342884325,0.0,0.03394197061221682,0.23394197061221683,202775.8787,2,67530.1468,477
QNTBUSDT,0.38748962081371663,0.0,0.6407685175579214,0.8407685175579214,108413.59169999999,2,62591.5836,478
IQUSDT,0.29239828579367455,0.0006045520780581199,,,58771.809655000005,0,60188.217596,479
QKCUSDT,0.09285051067780094,0.0,2.04378989405265,2.24378989405265,77794.3944815,2,52279.933196,480
