hipotesis,n,wr,margen,p_indep,p,wr_pareado,vs_pareado,margen_sin_top3,margen_sin_top1,semanas_todas,semanas,sem_ok,fdr_ok,veredicto,dir
ll_amihud_lo_1 alto,22122,52.69867100623813,1.4486710062381363,8.388079370802203e-06,0.3505,51.32010522668301,1.3785657795551174,1.233085561743458,1.3576478879643545,48,48,0.5833333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_vol_lo_6 bajo,22073,52.62990984460654,1.3799098446065443,2.112583454431075e-05,0.867,51.40419417150751,1.2257156730990246,1.1533799695248703,1.2946163677027727,48,48,0.4166666666666667,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_12 alto | vol,21993,52.603100986677575,1.3531009866775818,3.064127087008955e-05,0.102,51.3676969971597,1.2354039895178772,1.1419681687794991,1.2773317780522504,48,47,0.574468085106383,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_24 bajo | vol,21987,52.544685495974896,1.2946854959749032,6.30439034028822e-05,0.346,51.3392433868142,1.2054421091606926,1.055342097953897,1.2115666178623812,48,46,0.5217391304347826,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_24 bajo,22193,52.530077051322486,1.2800770513224933,6.992880065815455e-05,0.838,51.34248545250215,1.1875915988203332,1.0542320756449115,1.182113876422335,48,43,0.4883720930232558,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_hi_24 alto | vol,22022,52.52020706566161,1.2702070656616158,8.348657048388338e-05,0.0505,51.37401383141701,1.146193234244599,1.0182080924855512,1.1711968935587151,48,48,0.625,False,muere en la correccion (FDR q=0.1),corto
ll_vol_lo_12 bajo,22123,52.51096144284229,1.2609614428422944,9.001537659552348e-05,0.928,51.3059796016626,1.2049818411796878,1.0490619827110663,1.1850870810786276,48,48,0.5208333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_tk_lo_12 alto,22080,52.49547101449276,1.2454710144927645,0.00010959734225069885,0.235,51.37826565550888,1.117205358983874,1.0337258607180715,1.1741319602661164,48,48,0.6041666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_24 bajo,22094,52.475785281071786,1.2257852810717935,0.00013714915476561117,0.326,51.31354933059731,1.162235950474475,1.0037870067682775,1.148288886866304,48,47,0.5531914893617021,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_lo_1 alto | vol,21887,52.469502444373376,1.2195024443733828,0.00015746881087957834,0.367,51.35593547618767,1.113566968185708,0.9955438171917947,1.130295928683033,48,48,0.5833333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_tk_spread_12 bajo,22093,52.4691078622188,1.2191078622188058,0.00014815927598187996,0.5655,51.35732435907413,1.1117835031446717,1.022308259587028,1.145045988525645,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_tk_spread_12 alto,22041,52.46132208157525,1.2113220815752541,0.00016464549219038816,0.4415,51.34193178267561,1.1193902988996385,0.9788878634056317,1.1266079737250294,48,46,0.5434782608695652,False,muere en la correccion (FDR q=0.1),corto
ll_tk_spread_12 alto | vol,22032,52.44190268700073,1.1919026870007343,0.0002056754513225195,0.4535,51.33986727426155,1.102035412739177,0.961041358936491,1.1068332192562238,48,46,0.5434782608695652,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_24 bajo | vol,21651,52.43175834834418,1.1817583483441894,0.0002582660169975256,0.8325,51.454060989021464,0.9776973593227183,0.8679852047307293,1.0518973214285765,48,46,0.4782608695652174,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_6 bajo | vol,21863,52.42190001372181,1.1719000137218174,0.0002701936956850525,0.9085,51.46618544307241,0.9557145706493984,0.9202643479882582,1.0719956735858673,48,48,0.4583333333333333,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_12 bajo,22056,52.41657598839318,1.166575988393184,0.00027071721896909315,0.9015,51.36048148354546,1.0560945048477137,0.9423555719489158,1.0827404569708676,48,48,0.5208333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_tk_hi_1 bajo,22159,52.39857394286746,1.1485739428674648,0.00032024685588864386,0.8135,51.31365416391292,1.0849197789545357,0.9420955882353041,1.074525560700991,48,48,0.4791666666666667,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_hi_24 alto,22092,52.371899330074235,1.1218993300742426,0.0004352363137738552,0.0535,51.3795284644292,0.9923708656450358,0.8657923849912521,1.0246937474384126,48,48,0.625,False,muere en la correccion (FDR q=0.1),corto
ll_tk_lo_12 bajo | vol,21815,52.35846894338758,1.1084689433875852,0.0005403159387336207,0.9415,51.39921160745181,0.9592573359357672,0.8356715301159809,1.0052052075158144,47,47,0.48936170212765956,False,muere en la correccion (FDR q=0.1),corto
ll_vol_hi_6 bajo,22191,52.30949484025055,1.059494840250558,0.0008139654659552409,0.894,51.40983570675372,0.8996591334968329,0.8381138136760029,0.9828512490365924,48,48,0.4583333333333333,False,muere en la correccion (FDR q=0.1),corto
ll_vol_spread_1 alto,22093,52.30616032227402,1.0561603222740246,0.0008623666230545514,0.481,51.36461293700426,0.9415473852697573,0.8152775216669852,0.9724246288368761,48,48,0.5625,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_12 bajo | vol,21690,52.29598893499309,1.0459889349930975,0.0010520300591189125,0.902,51.40417328060941,0.8918156543836773,0.77743974063808,0.9404585112307515,48,48,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_vol_hi_24 bajo,22159,52.29026580621869,1.0402658062186987,0.0009963879517655033,0.8645,51.37636310996708,0.9139026962516112,0.756972796917303,0.9177940709129686,47,43,0.4418604651162791,False,muere en la correccion (FDR q=0.1),corto
ll_tk_lo_12 alto | vol,22015,52.26436520554167,1.0143652055416794,0.0013308829097086947,0.2545,51.38401445317008,0.8803507523715908,0.8063171545016701,0.9398143915150499,48,48,0.6041666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_vol_lo_24 bajo | vol,21627,52.24950293614463,0.999502936144637,0.0016737715231023647,0.929,51.41723118007964,0.8322717560649906,0.7201760181209025,0.8868715083798975,48,45,0.4888888888888889,False,muere en la correccion (FDR q=0.1),corto
ll_tk_spread_12 bajo | vol,21945,52.23969013442697,0.9896901344269793,0.0017146179661761453,0.5655,51.37106635223551,0.8686237821914631,0.7852750058018145,0.9121497684229922,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_qv_spread_6 alto,22051,52.19264432452043,0.9426443245204368,0.0026053328671958352,0.344,51.36077088355404,0.8318734409663904,0.7158514074757818,0.8620335735790619,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_tk_lo_1 bajo,22122,52.17882650754905,0.9288265075490543,0.002915715991544312,0.815,51.34404674044505,0.8347797671039956,0.7411606279637226,0.8645975443383449,48,48,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_qv_spread_6 alto | vol,22061,52.14178867685055,0.8917886768505596,0.00410594640077121,0.349,51.367756960023705,0.7740317168268476,0.6562124988461235,0.8043572438323778,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_1 alto,22067,52.141206326188424,0.8912063261884313,0.004122584582522359,0.3675,51.35912171675524,0.7820846094331841,0.6416674356371743,0.8061685055165597,48,48,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_lo_24 bajo | vol,21621,52.10212293603441,0.8521229360344194,0.006211112274144518,0.8925,51.43831302207569,0.6638099139587226,0.5719578967242569,0.745343422584412,48,44,0.4772727272727273,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_1 alto | vol,22053,52.10175486328391,0.8517548632839151,0.0058045346405008495,0.349,51.371743450372286,0.7300114129116224,0.5907316735184125,0.7622285088519831,48,48,0.5208333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_lo_12 bajo | vol,21668,52.09064057596456,0.8406405759645637,0.006777719929515407,0.9095,51.39423974906494,0.6964008268996196,0.5727943249084007,0.7288182831661132,48,48,0.5208333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_qv_lo_6 alto,22086,52.060128588245945,0.8101285882459521,0.008154096371524172,0.2965,51.357498049147075,0.7026305390988696,0.5776100483982631,0.7163177059626804,48,48,0.5625,False,muere en la correccion (FDR q=0.1),corto
ll_qv_lo_6 alto | vol,21922,52.00711613903841,0.7571161390384162,0.012678202837765381,0.3175,51.370049306780196,0.6370668322582134,0.515471102025657,0.6624931205283531,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_vol_hi_12 alto,22173,51.99116042033103,0.7411604203310347,0.013859618848268347,0.1385,51.362826726382536,0.6283336939484911,0.5389128737427171,0.6715935387268175,48,48,0.625,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_12 bajo,22065,51.97824609109449,0.7282460910944977,0.015484985972897138,0.486,51.353516972471944,0.6247291186225468,0.5123177708064262,0.6467718402334555,48,48,0.5625,False,muere en la correccion (FDR q=0.1),corto
ll_vol_spread_12 alto,22097,51.948228266280495,0.6982282662805019,0.01923738013754887,0.2655,51.359734769757495,0.5884934965230002,0.48652694610779434,0.6232644421177227,48,47,0.574468085106383,False,muere en la correccion (FDR q=0.1),corto
ll_tk_hi_24 bajo | vol,21646,51.92645292432781,0.676452924327819,0.02361138185801933,0.932,51.4911071801357,0.43534574419211225,0.359097772744434,0.5358803832201673,48,46,0.41304347826086957,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_12 bajo | vol,22048,51.89132801161102,0.64132801161103,0.028820432385390494,0.51,51.35752743975077,0.5338005718602545,0.43591224018476993,0.5683892311202428,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_vol_hi_12 alto | vol,22015,51.869180104474225,0.619180104474232,0.03353208514640297,0.154,51.365822815714466,0.5033572887597586,0.39769045635471656,0.5414267434421092,48,48,0.625,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_1 bajo,22126,51.862062731627944,0.612062731627951,0.03478440583447765,0.4475,51.32097273257864,0.541089999049305,0.4352380513859586,0.5511461839352378,48,48,0.4791666666666667,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_lo_12 bajo,22066,51.83087102329375,0.58087102329376,0.04275893422270105,0.916,51.338482888343016,0.49238813495073686,0.3627543722024953,0.4983473900159652,48,48,0.4791666666666667,False,muere en la correccion (FDR q=0.1),corto
ll_tk_lo_24 bajo | vol,21657,51.830816825968505,0.5808168259685118,0.04426213128129257,0.9345,51.450832415643625,0.3799844103248802,0.2962945502545722,0.4653216809222869,47,46,0.45652173913043476,False,muere en la correccion (FDR q=0.1),corto
ll_qv_hi_1 bajo,22099,51.803249015792574,0.5532490157925807,0.050640413862612955,0.7785,51.328762435586064,0.47448658020650925,0.34015486725663635,0.4797887836853647,48,48,0.5208333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_spread_1 bajo | vol,21952,51.77204810495627,0.5220481049562764,0.06169651944829783,0.457,51.32022048792086,0.45182761703541274,0.33822165546023797,0.4624386777314271,48,48,0.4583333333333333,False,muere en la correccion (FDR q=0.1),corto
ll_qv_lo_12 alto,22071,51.74210502469304,0.4921050246930463,0.07271054352237148,0.3045,51.360634799194095,0.38147022549894416,0.25048402710552864,0.4097604844952514,48,48,0.5625,False,muere en la correccion (FDR q=0.1),corto
ll_qv_lo_12 alto | vol,21978,51.71535171535172,0.4653517153517299,0.08480628288055472,0.27,51.39559606281425,0.3197556525374736,0.22290412227883394,0.38018591446104466,48,48,0.5833333333333334,False,muere en la correccion (FDR q=0.1),corto
ll_vol_hi_24 bajo | vol,21707,51.70221587506334,0.45221587506334515,0.09239448290106968,0.9535,51.490660357857344,0.2115555172059942,0.143728222996522,0.3178634381668104,48,46,0.41304347826086957,False,muere en la correccion (FDR q=0.1),corto
ll_vol_lo_12 bajo | vol,21781,51.68265919838392,0.43265919838392364,0.10191916379800353,0.949,51.39816785079453,0.28449134758938754,0.15261321594155675,0.3119223659889201,48,48,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_vol_spread_12 alto | vol,22097,51.67669819432502,0.4266981943250272,0.10343011248268608,0.311,51.37683788643164,0.2998603078933826,0.21225763367568362,0.3524765546754125,48,47,0.5531914893617021,False,muere en la correccion (FDR q=0.1),corto
ll_vol_spread_1 bajo | vol,22085,51.6051618745755,0.35516187457550785,0.1470401255335092,0.661,51.336527031727286,0.2686348428482148,0.1161705754964828,0.2672225259704817,48,48,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_tk_spread_24 bajo,22117,51.58023240041597,0.33023240041598,0.16457933345518347,0.7705,51.36501563447781,0.21521676593816608,0.11989455265461402,0.25550350222869866,48,46,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_hi_24 bajo | vol,21667,51.53920708912171,0.28920708912171733,0.1990890263870896,0.949,51.45399505974145,0.08521202938025851,-0.017962308598349352,0.15560382881836432,47,46,0.391304347826087,False,muere en la correccion (FDR q=0.1),corto
ll_qv_lo_24 bajo | vol,21679,51.45071267124868,0.20071267124868797,0.2794617598660221,0.9125,51.43595557747042,0.014757093778257513,-0.08283132530119985,0.08265230312036209,47,45,0.4444444444444444,False,muere en la correccion (FDR q=0.1),corto
ll_qv_lo_1 bajo,22147,51.42908746105568,0.17908746105568696,0.29927870589878536,0.879,51.32516156368324,0.10392589737244151,-0.02925421858476085,0.09680899386782471,48,48,0.4791666666666667,False,muere en la correccion (FDR q=0.1),corto
ll_tk_spread_1 bajo | vol,22030,51.40717203812982,0.15717203812982916,0.3227682462773994,0.4215,51.36350162967705,0.04367040845276904,-0.07151770034197824,0.06506849315069019,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_vol_spread_1 bajo,22142,51.3458585493632,0.09585854936320715,0.39025848560133225,0.6715,51.31904816561084,0.026810383752362554,-0.12663680220536833,0.017836044715082267,48,48,0.5,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_hi_6 alto | vol,21959,51.318366045812645,0.06836604581265249,0.4223323419069043,0.263,51.40477113088797,-0.08640508507532729,-0.1770784951230837,-0.03238579144922937,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_tk_lo_1 bajo | vol,21983,51.2668880498567,0.016888049856710552,0.48271220967593814,0.8505,51.38594614850389,-0.1190580986471872,-0.19297635605006747,-0.0549450549450512,48,48,0.4375,False,muere en la correccion (FDR q=0.1),corto
ll_amihud_hi_6 alto,22013,51.26516149547994,0.015161495479944165,0.4847395928436482,0.263,51.38521984970684,-0.1200583542269058,-0.22685185185184764,-0.08349312879514059,48,48,0.5416666666666666,False,muere en la correccion (FDR q=0.1),corto
ll_tk_hi_1 bajo | vol,21966,51.23372484749158,-0.01627515250841327,0.5219335523779267,1.0,51.365924862731525,-0.1322000152399454,-0.25714484550430683,-0.10233884638292068,48,48,0.5,False,no cruza el umbral,corto
ll_vol_lo_1 bajo,22081,51.18427607445315,-0.06572392554684114,0.5800885649044744,1.0,51.335189029146136,-0.15091295469298416,-0.276662976289316,-0.1359525219847697,48,48,0.4791666666666667,False,no cruza el umbral,corto
ll_qv_lo_1 bajo | vol,21969,51.163002412490336,-0.08699758750965714,0.6043890151210422,1.0,51.356424710887396,-0.19342229839705993,-0.2939948023018317,-0.16433806688042552,48,48,0.4375,False,no cruza el umbral,corto
ll_tk_spread_1 bajo,22081,51.12993070965989,-0.12006929034010483,0.6419520566092618,1.0,51.33291471279148,-0.20298400313158993,-0.351051078738692,-0.2091399808682084,48,48,0.5416666666666666,False,no cruza el umbral,corto
ll_amihud_lo_1 bajo,22103,51.12880604442835,-0.12119395557164125,0.6432654648594444,1.0,51.34516850170496,-0.21636245727660963,-0.3491198562278157,-0.21231567449481048,48,48,0.4375,False,no cruza el umbral,corto
ll_vol_hi_1 bajo,22227,51.10451252980609,-0.14548747019390618,0.6702674033859243,1.0,51.314197951187225,-0.20968542138113833,-0.3311603501214364,-0.2065886560137571,48,48,0.5,False,no cruza el umbral,corto
ll_tk_spread_24 bajo | vol,21936,51.09409190371991,-0.15590809628008628,0.6803662727841163,1.0,51.38592078311035,-0.2918288793904438,-0.386169422255243,-0.2408256880733859,48,46,0.5217391304347826,False,no cruza el umbral,corto
ll_vol_spread_12 bajo,22102,51.06325219437156,-0.18674780562843551,0.7129993539081542,1.0,51.39334774883309,-0.33009555446152916,-0.4529853496728933,-0.28727980335927583,48,48,0.4375,False,no cruza el umbral,corto
ll_amihud_spread_6 bajo,22132,51.02114585215977,-0.22885414784022373,0.7542300283150936,1.0,51.37011196648441,-0.3489661143246394,-0.4682470339372742,-0.3157816975041996,48,48,0.5208333333333334,False,no cruza el umbral,corto
ll_vol_spread_6 alto,22062,50.969993654247126,-0.28000634575286654,0.799208481772238,1.0,51.41391016018101,-0.44391650593388476,-0.578347874255634,-0.3860838842033232,48,48,0.5833333333333334,False,no cruza el umbral,corto
ll_qv_spread_1 alto,22041,50.91420534458509,-0.33579465541490094,0.8423360601269458,1.0,51.35133121048454,-0.43712586589944635,-0.532384973925879,-0.40841809971262677,48,48,0.4583333333333333,False,no cruza el umbral,corto
ll_vol_spread_12 bajo | vol,21948,50.87023874612721,-0.37976125387278614,0.8712512254638709,1.0,51.45709615825449,-0.58685741212728,-0.6647700882489502,-0.4910693813912914,48,48,0.4375,False,no cruza el umbral,corto
ll_qv_hi_1 bajo | vol,21909,50.86494134830435,-0.385058651695644,0.874312945081034,1.0,51.37242609071498,-0.5074847424106324,-0.6357608189855739,-0.46882179946695146,48,48,0.5,False,no cruza el umbral,corto
ll_amihud_hi_1 bajo | vol,21951,50.863286410641884,-0.3867135893581093,0.8755467644637122,1.0,51.365025684024666,-0.5017392733827819,-0.5942698920246414,-0.46129860601613615,48,48,0.4166666666666667,False,no cruza el umbral,corto
ll_amihud_hi_1 bajo,22125,50.84293785310734,-0.4070621468926561,0.8884014579904196,1.0,51.31864831513171,-0.4757104620243737,-0.5941943945878734,-0.4751056674089753,48,48,0.4583333333333333,False,no cruza el umbral,corto
ll_qv_spread_1 alto | vol,21972,50.83287820862916,-0.41712179137083183,0.8932006244408842,1.0,51.36323353036938,-0.5303553217402168,-0.615623263567322,-0.48809087997069867,48,48,0.4583333333333333,False,no cruza el umbral,corto
ll_amihud_spread_6 bajo | vol,22128,50.61008676789588,-0.6399132321041137,0.9720056437615243,1.0,51.37705890253177,-0.7669721346358926,-0.8682855040470798,-0.7225354674426967,48,48,0.5,False,no cruza el umbral,corto
ll_amihud_hi_12 alto,22129,50.594242848750504,-0.6557571512494889,0.9749037251904871,1.0,51.38066411334143,-0.7864212645909276,-0.880683121530474,-0.7368301544050766,48,48,0.5625,False,no cruza el umbral,corto
ll_vol_lo_1 bajo | vol,21958,50.56926860369797,-0.6807313963020221,0.9785575089365125,1.0,51.37351221245544,-0.8042436087574671,-0.9227171440508712,-0.7664764654658711,48,48,0.4583333333333333,False,no cruza el umbral,corto
ll_vol_spread_6 alto | vol,22095,50.55894998868522,-0.691050011314772,0.9803856023338031,1.0,51.4140273107698,-0.8550773220845755,-0.9802531470466178,-0.7920786440060112,48,48,0.5833333333333334,False,no cruza el umbral,corto
ll_vol_hi_1 bajo | vol,22014,50.5223948396475,-0.7276051603524962,0.9848646213289267,1.0,51.35325863711143,-0.8308637974639339,-0.9259559300064666,-0.7973251028806487,48,48,0.4583333333333333,False,no cruza el umbral,corto
ll_amihud_hi_12 alto | vol,21974,50.4823882770547,-0.7676117229452899,0.9887912349167503,1.0,51.396647021654715,-0.9142587446000121,-1.0068656509053824,-0.8499268437657079,48,48,0.5625,False,no cruza el umbral,corto
ll_vol_spread_24 alto | vol,22228,50.45888069102033,-0.7911193089796598,0.9910193661922413,1.0,51.359849157284046,-0.9009684662637127,-1.0369415807560074,-0.8856641774156984,48,45,0.6222222222222222,False,no cruza el umbral,corto
ll_amihud_spread_6 alto | vol,21861,50.20355884909199,-1.0464411509080023,0.999039419646252,1.0,51.365315835194835,-1.1617569861028443,-1.2942045507421653,-1.144252873563211,48,48,0.5416666666666666,False,no cruza el umbral,corto
ll_amihud_spread_6 alto,22080,50.158514492753625,-1.091485507246368,0.9994260050346416,1.0,51.324434976213986,-1.1659204834603614,-1.3145042388499775,-1.17717341829767,48,48,0.5416666666666666,False,no cruza el umbral,corto
ll_amihud_lo_1 bajo | vol,21926,50.00456079540272,-1.2454392045972753,0.9998906003498251,1.0,51.40147985675928,-1.396919061356563,-1.510223048327127,-1.3464010282776329,48,48,0.4375,False,no cruza el umbral,corto
ll_vol_spread_24 alto,22138,49.990965760231276,-1.2590342397687166,0.9999131523444356,1.0,51.37268464012812,-1.3817188798968445,-1.5027108987318414,-1.3409008271975225,47,45,0.6222222222222222,False,no cruza el umbral,corto
ll_tk_spread_24 alto,21985,49.92494882874687,-1.325051171253122,0.9999588105179431,1.0,51.367469522907264,-1.4425206941603932,-1.5809112787522466,-1.4329324064757998,48,44,0.5909090909090909,False,no cruza el umbral,corto
ll_tk_spread_24 alto | vol,21984,49.88173216885007,-1.3682678311499217,0.9999760328590646,1.0,51.36853138220992,-1.486799213359852,-1.624930568413248,-1.4763892064943889,48,44,0.5909090909090909,False,no cruza el umbral,corto
ll_tk_spread_6 alto | vol,22076,49.86410581627106,-1.3858941837289294,0.9999815710242312,1.0,51.326112537790344,-1.4620067215192805,-1.6272890402134834,-1.4707254357620627,48,47,0.5319148936170213,False,no cruza el umbral,corto
ll_qv_spread_6 bajo | vol,21841,49.85577583443981,-1.394224165560182,0.9999817844749992,1.0,51.38093099513252,-1.5251551606927123,-1.6347050594544115,-1.4962600690448724,48,47,0.5319148936170213,False,no cruza el umbral,corto
ll_qv_spread_24 bajo,22016,49.76380813953488,-1.4861918604651123,0.9999950301483429,1.0,51.33822710145939,-1.5744189619245077,-1.7515021955165153,-1.5812771304546445,48,45,0.4666666666666667,False,no cruza el umbral,corto
ll_qv_spread_12 bajo | vol,21843,49.68182026278441,-1.56817973721558,0.9999982877308464,1.0,51.35518085602732,-1.6733605932429043,-1.8557217407510933,-1.6735337445907277,48,48,0.5416666666666666,False,no cruza el umbral,corto
ll_qv_spread_6 bajo,22018,49.66845308384049,-1.5815469161595033,0.9999987103194012,1.0,51.33330761207373,-1.664854528233242,-1.8040677809585333,-1.6678654610220534,48,47,0.5106382978723404,False,no cruza el umbral,corto
ll_tk_spread_6 alto,22039,49.65288806207178,-1.5971119379282115,0.9999989840121944,1.0,51.33519995166434,-1.6823118895925617,-1.8376388440798195,-1.6807397784766778,48,47,0.5319148936170213,False,no cruza el umbral,corto
ll_qv_spread_12 bajo,21992,49.61804292469989,-1.6319570753001003,0.9999993781495806,1.0,51.33746274616959,-1.7194198214696996,-1.904940985882888,-1.7392994329613956,48,47,0.5106382978723404,False,no cruza el umbral,corto
ll_amihud_spread_12 alto | vol,21964,49.54015661992351,-1.7098433800764852,0.9999998076710321,1.0,51.369100063764925,-1.8289434438414176,-1.9822951427511981,-1.8131352440252613,48,47,0.5319148936170213,False,no cruza el umbral,corto
ll_amihud_spread_12 alto,22050,49.49659863945578,-1.7534013605442098,0.9999999084382585,1.0,51.36676932601664,-1.8701706865608543,-2.0186625732883883,-1.8542778309846213,48,47,0.5319148936170213,False,no cruza el umbral,corto
ll_qv_spread_24 bajo | vol,21867,49.357479306717885,-1.8925206932821084,0.9999999896258058,1.0,51.357476980167846,-1.9999976734499612,-2.1569767441860392,-1.983704402226408,47,45,0.4888888888888889,False,no cruza el umbral,corto
ll_vol_spread_24 bajo,22148,49.17825537294564,-2.0717446270543505,0.9999999996693392,1.0,51.36460805417492,-2.1863526812292804,-2.331019049804901,-2.1699109617044385,48,45,0.4222222222222222,False,no cruza el umbral,corto
ll_vol_spread_24 bajo | vol,21946,49.038549166135056,-2.2114508338649372,0.9999999999732703,1.0,51.45038202492227,-2.411832858787214,-2.501046414287039,-2.316464841062327,48,46,0.391304347826087,False,no cruza el umbral,corto
ll_amihud_spread_24 alto,22044,48.88405008165487,-2.365949918345123,0.999999999999,1.0,51.33513112746684,-2.451081045811968,-2.6338192487178276,-2.463946695874398,48,44,0.5454545454545454,False,no cruza el umbral,corto
ll_amihud_spread_24 alto | vol,21953,48.76782216553546,-2.4821778344645296,0.9999999999999112,1.0,51.35548908519847,-2.5876669196630075,-2.7388682745825506,-2.5717574563613823,48,44,0.5454545454545454,False,no cruza el umbral,corto
